Location: shot_2
Time: 2017-11-05 10:54:29
Sampling Rate (ms): 2.0
Sample Number: 1000
Stack Count: 3

Chan:	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24
Data:	  560	  418	  119	-3320	 -606	  246	 -843	 -368	 1266	  510	 -342	   19	 -159	 -112	 -116	  851	 -229	  388	 -462	 -650	 -476	  184	 -294	  688
Data:	  459	  401	    8	-2930	 -851	  102	-1048	 -270	 1180	  357	 -345	   -2	 -178	 -105	 -120	  855	 -270	  424	 -446	 -682	 -455	  193	 -356	  670
Data:	  315	  379	  -66	-2365	-1054	  -56	-1231	 -155	 1060	  182	 -351	  -13	 -181	 -103	 -111	  866	 -261	  442	 -468	 -716	 -392	  204	 -377	  629
Data:	  153	  333	 -116	-1655	-1189	 -212	-1322	  -45	  925	   14	 -365	    4	 -162	 -101	 -118	  874	 -270	  454	 -473	 -670	 -367	  244	 -307	  602
Data:	  -23	  286	 -126	 -820	-1248	 -347	-1345	   64	  696	 -140	 -385	   -3	 -139	 -102	 -114	  889	 -281	  451	 -465	 -683	 -364	  174	 -339	  617
Data:	 -177	  229	 -114	   71	-1226	 -471	-1293	  152	  392	 -265	 -413	   11	 -127	  -95	 -108	  889	 -286	  474	 -451	 -729	 -378	  109	 -349	  552
Data:	 -309	  168	  -86	  952	-1124	 -578	-1183	  218	   35	 -370	 -446	   50	 -146	 -101	 -110	  885	 -279	  481	 -460	 -681	 -389	  102	 -367	  432
Data:	 -394	   76	  -54	 1788	 -952	 -661	 -997	  286	 -364	 -471	 -475	   82	 -158	 -106	 -111	  874	 -286	  463	 -446	 -704	 -439	   32	 -412	  412
Data:	 -427	  -36	  -15	 2517	 -713	 -711	 -783	  324	 -782	 -591	 -498	  137	 -153	 -117	 -119	  869	 -301	  436	 -454	 -723	 -410	  -24	 -417	  339
Data:	 -416	 -157	   19	 3103	 -430	 -733	 -554	  317	-1217	 -688	 -519	  157	 -145	 -112	 -118	  857	 -317	  433	 -449	 -657	 -465	  -87	 -387	  337
Data:	 -353	 -283	   44	 3477	 -121	 -729	 -321	  287	-1551	 -728	 -541	  182	 -161	 -112	 -122	  850	 -319	  433	 -451	 -697	 -527	 -160	 -432	  238
Data:	 -254	 -407	   46	 3633	  197	 -678	  -81	  247	-1807	 -702	 -563	  190	 -162	 -135	 -114	  838	 -297	  429	 -435	 -663	 -546	 -184	 -492	  198
Data:	 -134	 -527	   30	 3564	  505	 -587	  146	  169	-2002	 -616	 -564	  186	 -165	 -133	 -119	  836	 -265	  408	 -449	 -674	 -597	 -166	 -534	  279
Data:	   -1	 -602	   10	 3267	  794	 -460	  348	   31	-2178	 -487	 -580	  178	 -168	 -146	 -118	  819	 -263	  384	 -468	 -702	 -577	 -193	 -501	  358
Data:	  124	 -647	  -14	 2748	 1005	 -303	  532	 -125	-2316	 -333	 -579	  157	 -153	 -146	 -116	  810	 -263	  375	 -438	 -696	 -642	 -227	 -464	  347
Data:	  227	 -632	  -54	 2042	 1154	 -132	  680	 -282	-2361	 -170	 -566	  141	 -142	 -159	 -114	  810	 -238	  393	 -476	 -691	 -683	 -294	 -390	  487
Data:	  286	 -563	  -97	 1213	 1225	   46	  795	 -429	-2332	  -22	 -516	  120	 -123	 -178	 -112	  801	 -202	  388	 -454	 -700	 -664	 -327	 -363	  573
Data:	  313	 -436	 -136	  304	 1217	  207	  881	 -579	-2175	  110	 -435	  114	 -118	 -179	 -108	  791	 -177	  338	 -449	 -710	 -619	 -290	 -279	  700
Data:	  294	 -254	 -174	 -632	 1133	  340	  942	 -670	-1853	  260	 -313	   87	  -93	 -193	 -114	  780	 -139	  343	 -462	 -694	 -637	 -183	 -173	  817
Data:	  261	  -32	 -197	-1536	  976	  450	  993	 -697	-1387	  454	 -162	   36	  -80	 -196	 -108	  789	 -114	  361	 -457	 -704	 -670	 -146	  -86	  868
Data:	  193	  205	 -204	-2355	  786	  532	 1012	 -678	 -816	  661	  -27	    3	  -87	 -185	 -116	  783	  -74	  381	 -441	 -707	 -616	 -154	  -19	  856
Data:	  112	  428	 -192	-3003	  558	  590	 1005	 -633	 -211	  856	   83	  -31	  -50	 -172	 -122	  781	  -49	  359	 -454	 -676	 -636	 -139	  -22	  905
Data:	   23	  624	 -163	-3441	  310	  613	  955	 -542	  360	 1043	  162	  -53	  -41	 -164	 -114	  789	  -64	  338	 -465	 -715	 -664	  -87	   16	  925
Data:	  -45	  768	 -122	-3641	   34	  617	  852	 -434	  859	 1160	  211	  -73	  -60	 -163	 -122	  800	  -74	  363	 -470	 -690	 -612	   -8	   47	  859
Data:	 -102	  843	  -71	-3577	 -243	  602	  713	 -309	 1273	 1203	  185	 -108	  -87	 -154	 -111	  811	  -67	  383	 -476	 -707	 -601	   69	   31	  791
Data:	 -142	  837	  -17	-3245	 -511	  564	  504	 -194	 1549	 1184	  142	 -103	 -102	 -127	 -120	  808	  -49	  383	 -457	 -729	 -527	   66	   -1	  690
Data:	 -158	  764	   45	-2664	 -772	  498	  268	  -76	 1704	 1103	   83	  -64	  -85	 -135	 -115	  819	  -96	  377	 -462	 -724	 -463	   67	  -67	  631
Data:	 -143	  622	  109	-1897	 -999	  416	   18	   43	 1738	  987	   -2	  -38	  -84	 -124	 -122	  838	  -91	  361	 -465	 -665	 -287	   91	 -145	  611
Data:	  -96	  425	  162	 -993	-1180	  304	 -226	  171	 1639	  873	 -105	  -41	 -123	 -110	 -118	  843	 -107	  377	 -441	 -692	 -250	  106	 -214	  603
Data:	  -39	  179	  219	  -26	-1302	  185	 -473	  258	 1432	  758	 -245	  -26	 -159	  -95	 -116	  857	 -127	  413	 -457	 -674	 -201	   71	 -374	  558
Data:	   24	  -72	  276	  932	-1345	   49	 -718	  302	 1142	  622	 -388	   -2	 -143	  -71	 -123	  851	 -125	  395	 -451	 -643	 -129	   60	 -513	  505
Data:	   82	 -305	  326	 1796	-1327	  -90	 -936	  315	  788	  454	 -568	  -15	 -158	  -57	 -119	  866	 -159	  388	 -427	 -694	 -115	   -4	 -626	  452
Data:	  128	 -493	  364	 2510	-1226	 -220	-1129	  283	  382	  233	 -749	  -79	 -185	  -42	 -119	  863	 -148	  404	 -446	 -698	 -204	  -83	 -735	  447
Data:	  161	 -650	  382	 3015	-1051	 -346	-1291	  218	  -29	  -16	 -938	 -120	 -204	  -48	 -118	  867	 -154	  449	 -451	 -691	 -254	 -166	 -805	  344
Data:	  180	 -738	  394	 3286	 -820	 -457	-1400	  112	 -494	 -287	-1103	 -147	 -208	  -53	 -112	  871	 -168	  451	 -462	 -710	 -303	 -276	 -832	  262
Data:	  182	 -754	  396	 3274	 -540	 -553	-1435	   -1	 -941	 -534	-1220	 -209	 -190	  -77	 -107	  881	 -161	  449	 -462	 -700	 -448	 -423	 -852	  316
Data:	  168	 -708	  375	 2991	 -224	 -607	-1374	  -81	-1338	 -728	-1310	 -267	 -232	  -99	 -131	  857	 -148	  481	 -457	 -702	 -543	 -487	 -875	  328
Data:	  153	 -608	  318	 2469	  109	 -620	-1227	 -146	-1740	 -853	-1342	 -287	 -223	 -116	 -124	  853	 -141	  499	 -476	 -719	 -635	 -477	 -822	  365
Data:	  126	 -464	  241	 1758	  441	 -599	-1008	 -217	-2101	 -930	-1324	 -255	 -207	 -141	 -124	  850	 -139	  517	 -462	 -658	 -749	 -540	 -815	  404
Data:	  101	 -293	  150	  922	  752	 -554	 -719	 -270	-2392	 -945	-1241	 -192	 -197	 -178	 -123	  834	 -152	  526	 -457	 -660	 -867	 -611	 -826	  424
Data:	   72	 -103	   43	   35	 1011	 -475	 -377	 -305	-2559	 -924	-1137	 -100	 -193	 -195	 -116	  827	 -157	  535	 -454	 -667	 -847	 -582	 -803	  487
Data:	   53	   71	  -85	 -820	 1212	 -375	  -26	 -353	-2632	 -869	 -979	   42	 -208	 -206	 -116	  827	 -155	  546	 -435	 -664	 -849	 -559	 -724	  544
Data:	   23	  226	 -221	-1558	 1356	 -266	  311	 -420	-2586	 -782	 -801	  187	 -188	 -208	 -118	  815	 -177	  544	 -449	 -669	 -897	 -541	 -633	  569
Data:	    1	  346	 -348	-2111	 1417	 -157	  612	 -485	-2411	 -658	 -564	  364	 -158	 -213	 -118	  805	 -197	  526	 -451	 -686	 -922	 -437	 -553	  580
Data:	  -24	  427	 -455	-2445	 1392	  -50	  865	 -519	-2125	 -490	 -297	  523	 -138	 -199	 -119	  797	 -206	  514	 -465	 -695	 -912	 -397	 -531	  632
Data:	  -45	  474	 -546	-2551	 1290	   53	 1052	 -558	-1781	 -268	  -38	  672	 -134	 -188	 -116	  799	 -216	  524	 -468	 -685	 -893	 -321	 -430	  619
Data:	  -73	  485	 -599	-2407	 1124	  162	 1172	 -586	-1364	  -34	  225	  796	 -111	 -171	 -116	  792	 -213	  533	 -462	 -685	 -892	 -204	 -346	  671
Data:	 -103	  460	 -623	-2062	  907	  261	 1218	 -596	 -899	  214	  458	  880	  -80	 -146	 -111	  797	 -233	  501	 -446	 -678	 -820	  -90	 -252	  681
Data:	 -125	  418	 -594	-1560	  648	  355	 1194	 -578	 -347	  453	  688	  911	  -33	 -130	 -123	  789	 -238	  499	 -446	 -681	 -790	   16	 -145	  776
Data:	 -142	  358	 -526	 -957	  362	  424	 1120	 -559	  225	  652	  872	  885	  -40	 -119	 -119	  799	 -213	  472	 -446	 -650	 -774	   85	  -87	  793
Data:	 -160	  281	 -424	 -322	   64	  478	  988	 -525	  756	  839	  979	  792	  -18	 -116	 -118	  796	 -204	  474	 -451	 -660	 -702	  236	  -56	  898
Data:	 -166	  210	 -282	  288	 -225	  504	  807	 -486	 1255	 1007	 1028	  686	    5	 -134	 -102	  816	 -173	  449	 -443	 -660	 -619	  275	  -69	  891
Data:	 -165	  140	 -128	  801	 -502	  492	  574	 -433	 1689	 1143	 1017	  531	   12	 -127	 -115	  815	 -155	  413	 -462	 -713	 -505	  276	  -71	  855
Data:	 -158	   78	   45	 1178	 -754	  444	  319	 -346	 2019	 1213	  916	  356	    7	 -141	 -110	  831	 -119	  404	 -438	 -655	 -382	  321	 -119	  834
Data:	 -139	   18	  216	 1398	 -964	  375	   43	 -267	 2217	 1215	  782	  168	  -36	 -141	 -115	  836	  -91	  402	 -473	 -676	 -339	  341	 -113	  822
Data:	 -106	  -27	  366	 1448	-1138	  268	 -245	 -187	 2254	 1153	  591	   -7	  -61	 -126	 -116	  839	  -48	  381	 -460	 -666	 -269	  286	 -163	  819
Data:	  -72	  -74	  497	 1327	-1249	  151	 -527	 -129	 2147	 1029	  347	 -188	  -68	 -117	 -126	  840	  -10	  368	 -465	 -659	 -223	  286	 -235	  723
Data:	  -37	 -110	  584	 1081	-1300	   14	 -785	  -80	 1940	  829	   70	 -393	 -102	 -117	 -118	  859	    7	  363	 -446	 -674	 -127	  246	 -368	  702
Data:	    2	 -134	  627	  757	-1282	 -111	-1004	  -37	 1661	  578	 -228	 -588	 -146	 -115	 -111	  869	   23	  392	 -454	 -644	 -116	  167	 -377	  652
Data:	   40	 -153	  613	  392	-1189	 -237	-1176	  -16	 1261	  287	 -503	 -760	 -199	 -102	 -116	  873	   13	  397	 -438	 -658	  -55	  137	 -467	  604
Data:	   79	 -171	  551	   44	-1030	 -358	-1293	  -15	  801	  -17	 -782	 -923	 -236	  -96	 -112	  873	   38	  429	 -451	 -660	  -52	   51	 -471	  500
Data:	  104	 -182	  437	 -250	 -807	 -451	-1338	  -18	  306	 -317	-1056	-1051	 -251	  -90	 -112	  878	   11	  453	 -449	 -642	  -80	  -48	 -529	  395
Data:	  121	 -197	  279	 -456	 -528	 -516	-1323	  -23	 -190	 -607	-1299	-1072	 -300	  -82	 -114	  877	   -3	  476	 -460	 -702	  -78	  -46	 -603	  381
Data:	  136	 -196	   97	 -563	 -208	 -546	-1258	  -32	 -698	 -853	-1484	-1042	 -328	  -75	 -110	  880	  -30	  490	 -438	 -680	 -159	  -28	 -512	  357
Data:	  143	 -195	  -95	 -559	  133	 -548	-1145	  -53	-1182	-1079	-1638	-1006	 -370	  -66	 -107	  877	  -51	  523	 -454	 -728	 -237	  -50	 -590	  304
Data:	  141	 -185	 -272	 -462	  480	 -517	 -986	  -73	-1635	-1238	-1714	 -904	 -388	  -70	 -118	  862	  -69	  539	 -462	 -649	 -306	  -79	 -549	  205
Data:	  132	 -162	 -419	 -299	  800	 -457	 -776	  -88	-2031	-1276	-1728	 -710	 -358	  -55	 -119	  857	  -87	  523	 -473	 -673	 -355	 -157	 -502	  157
Data:	  115	 -127	 -525	 -103	 1087	 -372	 -551	 -119	-2351	-1238	-1680	 -477	 -304	  -67	 -122	  846	  -98	  510	 -473	 -671	 -498	 -251	 -492	  132
Data:	  101	  -81	 -586	  104	 1312	 -262	 -306	 -129	-2611	-1133	-1570	 -242	 -230	  -90	 -127	  834	 -112	  498	 -465	 -658	 -500	 -217	 -434	  191
Data:	   84	  -33	 -581	  293	 1473	 -138	  -46	 -140	-2803	 -972	-1380	   46	 -172	  -96	 -120	  835	 -130	  478	 -454	 -667	 -622	 -231	 -415	  192
Data:	   68	   22	 -519	  431	 1535	  -17	  206	 -131	-2919	 -775	-1139	  389	  -58	  -69	 -112	  839	 -132	  454	 -473	 -612	 -618	 -226	 -386	  163
Data:	   59	   84	 -405	  493	 1503	  121	  453	 -120	-2941	 -551	 -871	  704	   48	  -75	 -119	  824	 -148	  424	 -465	 -622	 -656	 -227	 -444	  215
Data:	   66	  140	 -264	  481	 1371	  255	  678	 -121	-2835	 -316	 -607	 1005	  168	  -84	 -119	  820	 -155	  381	 -449	 -660	 -685	 -279	 -456	  261
Data:	   67	  189	  -92	  398	 1157	  386	  865	 -108	-2614	  -60	 -342	 1285	  280	  -78	 -111	  826	 -164	  339	 -446	 -666	 -581	 -236	 -526	  293
Data:	   72	  223	   86	  252	  850	  491	 1016	 -100	-2240	  199	  -67	 1518	  388	  -63	 -115	  812	 -173	  321	 -476	 -696	 -626	 -214	 -573	  389
Data:	   81	  246	  274	   55	  468	  570	 1124	 -101	-1800	  444	  169	 1665	  475	  -65	 -116	  810	 -184	  280	 -449	 -699	 -550	 -189	 -569	  344
Data:	   80	  254	  431	 -157	   35	  634	 1161	 -119	-1267	  698	  383	 1731	  524	  -70	 -110	  810	 -173	  271	 -460	 -668	 -540	 -167	 -604	  359
Data:	   76	  244	  545	 -368	 -400	  662	 1145	 -151	 -665	  936	  561	 1724	  566	  -57	 -108	  812	 -163	  250	 -449	 -685	 -495	 -191	 -640	  423
Data:	   65	  213	  619	 -552	 -824	  646	 1063	 -185	  -80	 1140	  712	 1649	  586	  -53	 -107	  818	 -134	  235	 -462	 -687	 -499	 -118	 -571	  428
Data:	   46	  166	  647	 -683	-1200	  592	  919	 -198	  496	 1270	  809	 1470	  589	  -65	 -112	  815	 -148	  244	 -481	 -668	 -477	 -132	 -559	  435
Data:	   23	   92	  623	 -746	-1497	  511	  732	 -237	  947	 1350	  845	 1228	  509	  -77	 -107	  819	 -141	  266	 -449	 -643	 -470	  -69	 -587	  398
Data:	   -8	   10	  537	 -742	-1694	  399	  504	 -280	 1280	 1395	  823	  928	  395	  -91	 -115	  826	 -116	  302	 -465	 -653	 -386	  -94	 -631	  375
Data:	  -36	  -80	  410	 -661	-1769	  264	  240	 -314	 1528	 1381	  728	  586	  277	 -115	 -124	  823	 -103	  302	 -451	 -680	 -349	  -80	 -605	  364
Data:	  -68	 -170	  247	 -515	-1727	  106	  -43	 -329	 1625	 1330	  557	  213	  159	 -135	 -104	  845	 -132	  314	 -457	 -667	 -339	  -75	 -629	  317
Data:	  -89	 -244	   60	 -328	-1561	  -55	 -325	 -341	 1598	 1224	  354	 -158	   -3	 -162	 -104	  853	 -141	  350	 -470	 -684	 -264	 -126	 -665	  250
Data:	  -98	 -309	 -124	 -119	-1281	 -212	 -600	 -356	 1432	 1073	  115	 -516	 -186	 -184	 -115	  851	 -132	  415	 -465	 -693	 -255	  -85	 -733	  209
Data:	 -101	 -350	 -295	   92	 -921	 -362	 -847	 -369	 1191	  864	 -140	 -840	 -366	 -213	 -106	  863	 -157	  456	 -476	 -688	 -269	  -69	 -789	  182
Data:	  -89	 -375	 -448	  289	 -493	 -496	-1082	 -357	  908	  624	 -433	-1128	 -542	 -248	 -107	  857	 -186	  451	 -468	 -649	 -218	  -39	 -812	  145
Data:	  -72	 -357	 -554	  444	  -44	 -607	-1270	 -336	  539	  331	 -713	-1344	 -708	 -263	 -108	  867	 -231	  469	 -465	 -682	 -187	 -111	 -811	  150
Data:	  -54	 -310	 -627	  564	  408	 -679	-1397	 -329	  124	    6	 -986	-1473	 -849	 -279	 -107	  874	 -272	  530	 -460	 -649	 -226	 -204	 -874	   52
Data:	  -30	 -242	 -654	  629	  823	 -716	-1487	 -325	 -275	 -290	-1247	-1519	 -958	 -288	 -112	  866	 -276	  573	 -451	 -656	 -268	 -299	 -914	  114
Data:	   -3	 -149	 -636	  649	 1182	 -713	-1508	 -314	 -662	 -559	-1484	-1495	-1026	 -275	 -115	  870	 -294	  589	 -443	 -656	 -271	 -338	 -919	  175
Data:	   14	  -46	 -565	  626	 1447	 -659	-1471	 -286	 -989	 -793	-1676	-1391	-1061	 -254	 -111	  874	 -313	  568	 -476	 -663	 -246	 -323	 -852	  236
Data:	   28	   69	 -464	  562	 1615	 -566	-1374	 -267	-1239	 -966	-1787	-1221	-1031	 -194	 -102	  877	 -319	  568	 -473	 -674	 -341	 -357	 -843	  261
Data:	   26	  179	 -333	  475	 1675	 -434	-1225	 -251	-1431	-1079	-1823	 -988	 -944	 -139	 -112	  867	 -310	  598	 -465	 -642	 -452	 -400	 -750	  262
Data:	   22	  283	 -186	  382	 1627	 -284	-1035	 -224	-1515	-1144	-1791	 -727	 -795	  -78	 -103	  865	 -297	  618	 -470	 -638	 -461	 -420	 -691	  330
Data:	    2	  368	  -28	  276	 1473	 -109	 -800	 -177	-1490	-1127	-1683	 -402	 -611	    7	 -108	  863	 -288	  571	 -473	 -687	 -511	 -486	 -609	  392
Data:	  -19	  427	  125	  170	 1227	   62	 -543	 -142	-1418	-1047	-1495	  -76	 -387	   89	 -116	  845	 -268	  526	 -457	 -678	 -611	 -420	 -561	  426
Data:	  -43	  454	  274	   68	  916	  242	 -284	 -132	-1279	 -932	-1252	  257	 -123	  192	 -107	  850	 -265	  524	 -476	 -637	 -658	 -349	 -502	  474
Data:	  -65	  447	  405	  -23	  559	  392	  -28	 -124	-1121	 -755	 -950	  575	  136	  291	 -100	  845	 -252	  528	 -449	 -653	 -654	 -257	 -410	  515
Data:	  -72	  405	  505	 -107	  176	  511	  218	 -115	 -876	 -545	 -609	  853	  405	  360	 -108	  831	 -242	  489	 -468	 -680	 -637	 -279	 -388	  594
Data:	  -68	  330	  566	 -177	 -199	  605	  442	 -117	 -618	 -320	 -252	 1100	  660	  424	 -115	  826	 -216	  427	 -462	 -653	 -644	 -213	 -364	  598
Data:	  -61	  219	  590	 -242	 -542	  662	  620	 -148	 -355	 -110	  101	 1280	  889	  447	 -112	  822	 -216	  397	 -457	 -658	 -533	 -175	 -378	  625
Data:	  -37	   99	  569	 -293	 -832	  678	  772	 -181	  -42	  102	  449	 1418	 1100	  446	 -107	  815	 -204	  379	 -454	 -646	 -556	 -101	 -380	  651
Data:	   -4	  -37	  511	 -344	-1047	  641	  879	 -190	  277	  299	  730	 1501	 1258	  407	 -111	  807	 -170	  354	 -473	 -654	 -599	   15	 -364	  676
Data:	   28	 -178	  406	 -390	-1177	  568	  961	 -200	  533	  439	  976	 1532	 1365	  348	 -114	  815	 -121	  302	 -462	 -684	 -545	   84	 -356	  655
Data:	   58	 -301	  278	 -434	-1223	  466	  994	 -217	  760	  565	 1143	 1514	 1397	  265	 -102	  808	 -121	  248	 -454	 -652	 -588	  146	 -408	  649
Data:	   78	 -404	  133	 -463	-1164	  325	  981	 -226	  927	  662	 1256	 1436	 1339	  147	 -108	  812	 -105	  212	 -454	 -657	 -599	  149	 -430	  672
Data:	   85	 -473	  -26	 -481	-1026	  165	  932	 -216	 1036	  708	 1290	 1274	 1237	   20	  -96	  816	 -103	  216	 -468	 -645	 -640	  193	 -452	  677
Data:	   90	 -511	 -181	 -483	 -821	  -13	  839	 -214	 1025	  725	 1263	 1061	 1086	 -125	 -110	  812	 -100	  253	 -454	 -656	 -635	  137	 -433	  662
Data:	   78	 -517	 -320	 -460	 -560	 -184	  705	 -212	  950	  699	 1155	  788	  874	 -273	 -104	  820	  -94	  214	 -441	 -651	 -642	  161	 -433	  558
Data:	   55	 -485	 -433	 -404	 -268	 -346	  526	 -220	  777	  661	 1006	  479	  594	 -409	 -115	  816	 -109	  203	 -451	 -640	 -668	  192	 -415	  533
Data:	   23	 -405	 -504	 -314	   26	 -486	  328	 -224	  564	  591	  762	  135	  271	 -543	 -107	  822	 -127	  201	 -446	 -684	 -623	  214	 -435	  538
Data:	  -14	 -294	 -545	 -200	  305	 -594	  104	 -214	  279	  501	  455	 -199	  -72	 -633	 -110	  839	 -150	  262	 -462	 -692	 -596	  138	 -443	  475
Data:	  -49	 -166	 -552	  -56	  550	 -661	 -124	 -213	  -60	  394	  137	 -527	 -411	 -726	 -107	  838	 -168	  289	 -443	 -667	 -594	   86	 -489	  440
Data:	  -73	  -31	 -508	  102	  740	 -681	 -345	 -247	 -445	  281	 -228	 -837	 -733	 -790	 -100	  846	 -182	  287	 -470	 -680	 -526	   41	 -506	  326
Data:	  -89	  100	 -427	  270	  863	 -653	 -559	 -270	 -807	  188	 -582	-1119	-1062	 -815	 -106	  854	 -229	  321	 -470	 -672	 -451	   23	 -542	  315
Data:	  -92	  234	 -315	  414	  905	 -583	 -732	 -288	-1096	  108	 -947	-1334	-1338	 -808	 -106	  857	 -242	  348	 -441	 -680	 -488	   72	 -566	  292
Data:	  -92	  342	 -194	  535	  873	 -461	 -864	 -311	-1371	   33	-1243	-1470	-1559	 -773	 -102	  858	 -277	  393	 -457	 -642	 -521	    8	 -583	  294
Data:	  -79	  421	  -71	  623	  764	 -311	 -946	 -358	-1577	  -28	-1504	-1535	-1698	 -681	 -111	  858	 -301	  401	 -462	 -666	 -512	   12	 -512	  258
Data:	  -54	  471	   55	  665	  590	 -133	 -988	 -404	-1709	  -54	-1710	-1511	-1811	 -570	 -104	  858	 -324	  436	 -457	 -649	 -534	  -73	 -559	  247
Data:	  -29	  486	  176	  653	  365	   56	 -966	 -434	-1701	  -46	-1845	-1395	-1802	 -435	 -104	  855	 -339	  433	 -449	 -642	 -497	 -175	 -550	  214
Data:	   -8	  457	  264	  581	  117	  252	 -892	 -446	-1590	   -5	-1933	-1193	-1702	 -281	 -114	  847	 -331	  429	 -460	 -638	 -462	 -235	 -527	  259
Data:	   19	  401	  334	  458	 -135	  434	 -780	 -465	-1469	   45	-1915	 -906	-1536	 -123	 -104	  849	 -348	  436	 -457	 -700	 -493	 -244	 -588	  274
Data:	   46	  312	  374	  291	 -370	  589	 -632	 -488	-1292	  116	-1823	 -573	-1303	   45	 -106	  851	 -342	  426	 -441	 -684	 -438	 -277	 -590	  221
Data:	   56	  204	  392	  109	 -566	  713	 -437	 -465	-1058	  214	-1667	 -193	-1012	  202	 -107	  845	 -340	  413	 -462	 -670	 -433	 -240	 -642	  255
Data:	   72	   88	  386	  -92	 -717	  793	 -235	 -437	 -797	  321	-1475	  192	 -654	  360	 -104	  835	 -342	  388	 -470	 -656	 -400	 -300	 -654	  296
Data:	  104	  -31	  343	 -289	 -800	  823	  -15	 -402	 -530	  407	-1229	  591	 -261	  488	 -106	  832	 -333	  366	 -460	 -707	 -382	 -373	 -683	  242
Data:	  132	 -139	  276	 -460	 -807	  802	  197	 -356	 -294	  442	 -942	  982	  129	  601	 -104	  834	 -306	  347	 -468	 -663	 -355	 -410	 -700	  212
Data:	  116	 -226	  197	 -582	 -747	  728	  399	 -301	  -83	  491	 -634	 1308	  481	  687	 -108	  828	 -299	  320	 -457	 -644	 -457	 -435	 -692	  257
Data:	  111	 -296	  113	 -654	 -611	  614	  585	 -232	  101	  522	 -331	 1580	  818	  737	 -103	  828	 -274	  295	 -438	 -625	 -455	 -418	 -658	  282
Data:	  108	 -330	   33	 -672	 -442	  449	  725	 -155	  242	  522	  -52	 1779	 1109	  753	 -102	  823	 -249	  277	 -457	 -660	 -536	 -271	 -568	  294
Data:	  106	 -339	  -42	 -643	 -235	  265	  835	 -108	  307	  487	  205	 1883	 1370	  723	 -118	  814	 -242	  259	 -441	 -650	 -659	 -296	 -554	  289
Data:	   96	 -317	 -116	 -552	  -25	   66	  887	  -38	  361	  431	  424	 1893	 1514	  652	 -107	  823	 -218	  235	 -462	 -678	 -699	 -305	 -460	  375
Data:	   84	 -279	 -176	 -424	  183	 -143	  893	   47	  368	  354	  608	 1788	 1610	  545	 -104	  831	 -180	  260	 -462	 -701	 -682	 -272	 -455	  450
Data:	   66	 -213	 -221	 -263	  357	 -344	  838	  120	  345	  251	  713	 1610	 1623	  418	 -111	  823	 -154	  266	 -465	 -716	 -740	 -251	 -346	  542
Data:	   52	 -139	 -236	  -87	  480	 -532	  730	  179	  311	  134	  773	 1354	 1590	  258	 -110	  836	 -141	  242	 -473	 -677	 -799	 -196	 -212	  598
Data:	   24	  -64	 -242	   85	  557	 -684	  578	  236	  259	   16	  802	 1025	 1455	   89	 -118	  834	 -139	  257	 -468	 -652	 -852	 -124	 -167	  696
Data:	    7	   11	 -233	  246	  572	 -794	  383	  279	  213	  -97	  762	  642	 1226	  -84	 -107	  846	 -146	  280	 -465	 -682	 -820	 -117	 -100	  743
Data:	  -16	   90	 -213	  379	  529	 -856	  156	  303	  145	 -193	  667	  280	  995	 -276	 -108	  851	 -145	  293	 -468	 -655	 -793	 -114	  -84	  799
Data:	  -44	  154	 -180	  470	  437	 -869	  -86	  317	   71	 -267	  559	 -122	  707	 -481	 -108	  853	 -146	  296	 -446	 -644	 -812	  -49	  -47	  861
Data:	  -75	  210	 -150	  522	  320	 -824	 -325	  287	  -44	 -319	  410	 -456	  369	 -663	 -116	  847	 -171	  289	 -462	 -645	 -778	  -83	 -118	  853
Data:	  -86	  238	 -106	  539	  182	 -735	 -551	  236	 -204	 -328	  247	 -770	   25	 -825	 -120	  854	 -175	  291	 -460	 -668	 -696	  -55	 -119	  835
Data:	 -114	  241	  -67	  495	   41	 -599	 -749	  155	 -355	 -317	   88	-1026	 -327	 -957	 -108	  867	 -200	  325	 -460	 -670	 -712	    3	 -151	  808
Data:	 -128	  219	  -16	  429	  -89	 -420	 -913	   59	 -506	 -293	  -87	-1216	 -643	-1066	 -102	  874	 -216	  330	 -468	 -682	 -664	  -14	 -205	  750
Data:	 -140	  178	   17	  329	 -189	 -220	-1028	  -45	 -650	 -251	 -241	-1345	 -934	-1136	 -104	  869	 -240	  347	 -478	 -678	 -596	  -77	 -228	  693
Data:	 -147	  124	   59	  224	 -255	  -11	-1097	 -154	 -776	 -197	 -395	-1396	-1226	-1169	 -107	  870	 -240	  377	 -481	 -672	 -592	 -172	 -297	  661
Data:	 -139	   57	   91	  109	 -286	  192	-1102	 -280	 -904	 -103	 -541	-1391	-1454	-1134	 -118	  861	 -259	  384	 -446	 -681	 -600	 -230	 -381	  504
Data:	 -128	  -20	  118	   -4	 -279	  388	-1050	 -396	 -972	   -2	 -674	-1291	-1586	-1089	 -112	  865	 -279	  408	 -481	 -674	 -568	 -195	 -367	  570
Data:	 -108	  -92	  153	 -111	 -238	  551	 -950	 -476	 -980	  105	 -767	-1127	-1701	 -972	 -107	  862	 -288	  436	 -468	 -660	 -625	 -217	 -356	  598
Data:	  -86	 -141	  181	 -199	 -176	  671	 -807	 -540	 -997	  204	 -846	 -929	-1714	 -832	 -104	  855	 -294	  438	 -435	 -644	 -660	 -283	 -373	  547
