Location: shot_2
Time: 2017-11-05 10:54:29
Sampling Rate (ms): 2.0
Sample Number: 1000
Stack Count: 3

Chan:	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24
Data:	 -633	15466	 5493	 2705	  849	  158	 -121	 -201	 -384	  111	 -390	    7	 -135	 -127	 -126	  819	 -170	  456	 -462	 -702	 -501	  -19	 -409	  550
Data:	   57	13269	 5980	 2721	  766	  113	 -132	 -204	 -355	  116	 -387	    8	 -150	 -131	 -115	  830	 -180	  440	 -473	 -690	 -495	  -49	 -383	  514
Data:	  601	 9861	 6114	 2603	  658	   58	 -144	 -216	 -353	  125	 -370	    5	 -142	 -124	 -116	  831	 -193	  442	 -476	 -692	 -533	  -57	 -412	  524
Data:	  994	 5474	 5906	 2361	  495	  -14	 -163	 -228	 -309	  108	 -360	    4	 -131	 -121	 -116	  827	 -204	  442	 -462	 -701	 -512	   -1	 -386	  513
Data:	 1261	  455	 5375	 2021	  284	  -97	 -173	 -233	 -308	  113	 -345	   13	 -130	 -125	 -123	  823	 -202	  462	 -484	 -721	 -474	    3	 -370	  554
Data:	 1466	-4739	 4565	 1587	   59	 -172	 -173	 -245	 -302	  113	 -345	   11	 -133	 -126	 -106	  846	 -195	  449	 -497	 -694	 -498	  -15	 -352	  508
Data:	 1674	-9624	 3522	 1057	 -165	 -250	 -179	 -261	 -318	  110	 -367	   29	 -146	 -125	 -107	  836	 -191	  415	 -462	 -690	 -508	  -33	 -368	  540
Data:	 1883	-13734	 2313	  430	 -370	 -321	 -185	 -259	 -351	  111	 -365	   38	 -138	 -127	 -118	  828	 -204	  411	 -462	 -682	 -453	  -41	 -349	  530
Data:	 2071	-16677	  984	 -266	 -545	 -375	 -185	 -259	 -359	  108	 -369	   44	 -151	 -145	 -119	  828	 -198	  429	 -484	 -705	 -437	  -19	 -365	  536
Data:	 2202	-18160	 -410	-1009	 -701	 -412	 -178	 -251	 -384	  103	 -361	   32	 -155	 -143	 -111	  834	 -182	  440	 -457	 -656	 -538	  -56	 -389	  513
Data:	 2217	-18014	-1816	-1717	 -842	 -432	 -175	 -245	 -406	   91	 -351	   32	 -159	 -153	 -119	  831	 -157	  424	 -451	 -672	 -519	  -75	 -417	  461
Data:	 2078	-16236	-3180	-2337	 -952	 -435	 -166	 -244	 -411	   91	 -352	   60	 -149	 -150	 -110	  838	 -157	  408	 -462	 -663	 -562	 -100	 -389	  428
Data:	 1752	-13001	-4431	-2801	-1047	 -416	 -150	 -233	 -406	   80	 -343	   51	 -147	 -155	 -112	  838	 -154	  408	 -465	 -658	 -550	 -129	 -415	  396
Data:	 1249	-8587	-5478	-3106	-1090	 -381	 -138	 -221	 -397	   73	 -361	   38	 -177	 -170	 -110	  835	 -154	  424	 -470	 -701	 -585	 -117	 -435	  382
Data:	  581	-3397	-6249	-3271	-1079	 -309	 -117	 -229	 -405	   71	 -352	   42	 -174	 -168	 -115	  836	 -152	  444	 -476	 -726	 -534	  -85	 -479	  379
Data:	 -205	 2091	-6673	-3304	-1008	 -216	  -86	 -235	 -417	   74	 -356	   54	 -177	 -171	 -106	  840	 -148	  436	 -478	 -715	 -387	  -93	 -474	  372
Data:	-1059	 7361	-6705	-3243	 -877	  -96	  -59	 -220	 -407	   83	 -365	   48	 -128	 -184	 -110	  840	 -168	  399	 -478	 -670	 -389	  -58	 -477	  398
Data:	-1891	11920	-6340	-3059	 -691	   29	  -31	 -217	 -395	   99	 -397	   32	 -126	 -201	 -107	  836	 -180	  392	 -478	 -663	 -310	  -64	 -527	  391
Data:	-2589	15363	-5600	-2739	 -446	  151	   -1	 -214	 -402	   97	 -399	   47	 -124	 -177	 -108	  835	 -189	  408	 -476	 -647	 -282	  -37	 -487	  388
Data:	-3092	17400	-4534	-2273	 -157	  261	   16	 -205	 -403	  103	 -413	   65	 -107	 -173	 -116	  828	 -180	  415	 -443	 -639	 -266	  -11	 -543	  389
Data:	-3319	17870	-3209	-1663	  144	  356	   26	 -197	 -375	  107	 -426	   59	  -99	 -159	 -122	  828	 -186	  395	 -489	 -677	 -342	  -13	 -519	  377
Data:	-3236	16755	-1704	 -941	  453	  437	   30	 -194	 -360	  107	 -433	   70	  -89	 -134	 -114	  831	 -175	  375	 -462	 -660	 -384	   22	 -493	  362
Data:	-2854	14197	  -81	 -149	  741	  501	   24	 -186	 -336	  102	 -424	   87	  -80	 -140	 -118	  831	 -191	  386	 -451	 -677	 -452	   -6	 -494	  296
Data:	-2193	10468	 1570	  652	 1002	  551	   30	 -179	 -316	  105	 -419	   95	  -89	 -129	 -118	  836	 -171	  410	 -473	 -637	 -479	  -44	 -483	  307
Data:	-1342	 5929	 3155	 1425	 1227	  576	   37	 -173	 -297	  103	 -412	   91	  -81	 -138	 -114	  836	 -173	  401	 -457	 -720	 -552	  -69	 -470	  308
Data:	 -384	 1018	 4564	 2134	 1415	  572	   22	 -164	 -275	  113	 -401	   97	  -68	 -127	 -111	  845	 -164	  401	 -489	 -687	 -513	 -159	 -481	  384
Data:	  604	-3835	 5708	 2743	 1560	  538	   15	 -160	 -258	  125	 -387	  108	  -65	 -105	 -118	  830	 -154	  401	 -460	 -676	 -464	 -170	 -507	  339
Data:	 1518	-8200	 6515	 3240	 1636	  467	   -1	 -158	 -236	  128	 -367	  105	  -49	  -99	 -111	  836	 -139	  440	 -478	 -655	 -432	 -195	 -531	  369
Data:	 2287	-11698	 6952	 3564	 1615	  367	  -12	 -151	 -244	  136	 -340	  101	  -29	 -102	 -116	  839	 -137	  444	 -465	 -640	 -382	 -195	 -553	  375
Data:	 2841	-14069	 7002	 3692	 1499	  262	  -30	 -155	 -232	  137	 -322	   90	  -40	  -97	 -119	  827	 -128	  433	 -462	 -661	 -318	 -152	 -590	  394
Data:	 3119	-15155	 6681	 3597	 1310	  155	  -51	 -167	 -256	  143	 -313	   94	  -38	  -83	 -118	  832	 -134	  435	 -438	 -652	 -286	 -167	 -553	  402
Data:	 3091	-14837	 6049	 3300	 1073	   41	  -96	 -195	 -270	  148	 -315	  113	  -26	  -89	 -110	  842	 -141	  438	 -457	 -665	 -297	 -167	 -587	  398
Data:	 2789	-13257	 5141	 2837	  800	  -71	 -147	 -205	 -285	  134	 -306	  105	  -33	  -93	 -106	  842	 -150	  462	 -476	 -677	 -350	 -156	 -615	  370
Data:	 2242	-10635	 3987	 2249	  484	 -181	 -205	 -224	 -308	  147	 -318	   97	  -48	  -78	 -115	  840	 -132	  460	 -470	 -649	 -363	  -98	 -534	  321
Data:	 1507	-7219	 2612	 1595	  139	 -284	 -263	 -249	 -386	  134	 -334	  113	  -60	  -80	 -108	  847	 -132	  451	 -476	 -694	 -378	  -71	 -495	  376
Data:	  646	-3423	 1050	  893	 -240	 -377	 -338	 -274	 -409	  130	 -345	  118	  -64	  -85	 -110	  851	 -143	  444	 -470	 -695	 -398	  -50	 -501	  358
Data:	 -237	  376	 -669	  151	 -633	 -453	 -398	 -282	 -430	  130	 -354	  104	  -73	 -105	 -120	  847	 -154	  447	 -462	 -667	 -446	  -36	 -507	  316
Data:	-1073	 3838	-2447	 -631	-1023	 -501	 -427	 -288	 -448	  122	 -361	   70	  -60	 -135	 -122	  842	 -157	  462	 -478	 -678	 -406	  -77	 -472	  362
Data:	-1754	 6643	-4171	-1457	-1371	 -515	 -433	 -295	 -445	  119	 -370	   58	  -69	 -131	 -131	  830	 -163	  467	 -457	 -656	 -492	  -55	 -445	  371
Data:	-2235	 8655	-5699	-2280	-1648	 -517	 -415	 -315	 -433	  122	 -369	   48	  -65	 -139	 -116	  839	 -159	  444	 -465	 -667	 -457	  -80	 -473	  381
Data:	-2492	 9754	-6895	-3037	-1845	 -501	 -383	 -314	 -413	  128	 -369	   69	  -85	 -135	 -119	  842	 -170	  445	 -470	 -612	 -505	  -77	 -481	  349
Data:	-2547	 9993	-7656	-3617	-1959	 -462	 -330	 -298	 -366	  133	 -360	   63	  -89	 -134	 -124	  832	 -161	  422	 -470	 -646	 -647	 -127	 -493	  353
Data:	-2411	 9411	-7911	-3946	-1982	 -401	 -282	 -280	 -351	  134	 -363	   77	 -115	 -119	 -120	  834	 -159	  422	 -462	 -641	 -602	 -147	 -476	  420
Data:	-2099	 8195	-7648	-3956	-1920	 -313	 -228	 -272	 -359	  137	 -345	   94	 -106	 -111	 -114	  838	 -164	  411	 -473	 -656	 -563	 -195	 -455	  436
Data:	-1629	 6489	-6885	-3678	-1777	 -206	 -162	 -264	 -360	  151	 -351	   86	 -118	 -101	 -115	  840	 -161	  404	 -468	 -693	 -525	 -185	 -503	  455
Data:	-1021	 4522	-5700	-3203	-1579	  -85	 -105	 -222	 -328	  163	 -345	   93	 -122	  -96	 -115	  843	 -168	  397	 -454	 -661	 -553	 -149	 -486	  528
Data:	 -294	 2464	-4165	-2612	-1347	   49	  -27	 -187	 -296	  153	 -331	  102	  -87	  -96	 -124	  834	 -145	  397	 -478	 -671	 -509	 -163	 -469	  546
Data:	  480	  475	-2365	-1977	-1077	  187	   38	 -175	 -318	  145	 -327	   93	  -91	  -85	 -116	  835	 -164	  417	 -465	 -636	 -517	 -199	 -478	  540
Data:	 1244	-1323	 -410	-1317	 -754	  327	  109	 -148	 -316	  139	 -311	   89	  -84	  -65	 -110	  842	 -168	  424	 -465	 -655	 -503	 -156	 -414	  513
Data:	 1912	-2857	 1609	 -644	 -366	  458	  171	 -116	 -324	  136	 -299	  109	  -62	  -59	 -122	  831	 -189	  422	 -460	 -658	 -461	 -157	 -404	  506
Data:	 2432	-4062	 3547	   83	  109	  565	  228	  -90	 -333	  134	 -307	  109	  -81	  -63	 -122	  831	 -171	  431	 -454	 -638	 -508	  -96	 -364	  491
Data:	 2750	-4949	 5278	  872	  630	  671	  274	  -78	 -344	  107	 -313	   91	  -84	  -55	 -115	  836	 -171	  422	 -449	 -673	 -487	  -30	 -372	  545
Data:	 2836	-5484	 6671	 1732	 1128	  752	  311	  -55	 -352	   91	 -299	   78	  -79	  -60	 -107	  836	 -170	  413	 -481	 -680	 -539	  -22	 -318	  558
Data:	 2668	-5705	 7625	 2581	 1532	  805	  326	  -47	 -376	  100	 -291	   90	  -58	  -66	 -116	  839	 -150	  417	 -468	 -696	 -615	   -6	 -295	  556
Data:	 2258	-5574	 8059	 3328	 1791	  825	  322	  -42	 -388	   96	 -306	   86	  -34	  -66	 -108	  836	 -159	  411	 -478	 -691	 -617	   33	 -308	  554
Data:	 1644	-5126	 7927	 3880	 1914	  806	  294	  -53	 -395	  105	 -315	  100	  -52	  -71	 -111	  832	 -150	  424	 -468	 -696	 -650	   35	 -315	  614
Data:	  869	-4356	 7255	 4161	 1941	  758	  235	  -92	 -403	  116	 -315	  129	  -41	  -60	 -116	  839	 -157	  417	 -484	 -649	 -636	   22	 -332	  582
Data:	   17	-3341	 6105	 4154	 1915	  663	  151	 -120	 -378	  114	 -313	  139	  -45	  -68	 -115	  836	 -161	  406	 -478	 -663	 -604	   18	 -283	  583
Data:	 -830	-2099	 4611	 3870	 1843	  538	   39	 -169	 -410	  111	 -311	  148	  -48	  -71	 -111	  832	 -177	  397	 -489	 -656	 -539	    0	 -341	  560
Data:	-1595	 -735	 2901	 3352	 1712	  381	  -77	 -240	 -442	  108	 -307	  194	  -42	  -75	 -123	  824	 -182	  408	 -449	 -671	 -531	  -25	 -408	  523
Data:	-2189	  692	 1083	 2652	 1514	  192	 -195	 -315	 -429	  127	 -329	  233	  -34	  -76	 -114	  838	 -173	  381	 -454	 -651	 -448	   -8	 -456	  550
Data:	-2557	 2040	 -724	 1845	 1218	  -23	 -325	 -379	 -440	  105	 -325	  234	  -29	  -73	 -118	  834	 -175	  379	 -462	 -696	 -414	  -31	 -552	  495
Data:	-2678	 3219	-2424	  995	  836	 -241	 -435	 -420	 -453	  102	 -333	  230	  -30	  -82	 -116	  838	 -170	  383	 -462	 -713	 -447	  -48	 -521	  463
Data:	-2533	 4142	-3951	  138	  412	 -451	 -531	 -453	 -484	  100	 -325	  230	  -27	  -82	 -115	  840	 -157	  392	 -465	 -733	 -491	   -7	 -498	  467
Data:	-2164	 4723	-5247	 -709	  -26	 -659	 -613	 -468	 -534	  113	 -320	  236	  -14	  -76	 -104	  851	 -137	  395	 -465	 -705	 -538	  -49	 -570	  419
Data:	-1606	 4907	-6258	-1553	 -443	 -866	 -670	 -466	 -518	  102	 -325	  219	   11	  -93	 -112	  843	 -163	  402	 -454	 -696	 -573	  -74	 -520	  365
Data:	 -930	 4697	-6949	-2347	 -831	-1080	 -711	 -424	 -516	   99	 -342	  197	  -14	  -77	 -110	  847	 -155	  408	 -460	 -677	 -577	 -183	 -529	  395
Data:	 -203	 4091	-7277	-3053	-1158	-1293	 -694	 -392	 -500	   91	 -338	  191	  -36	  -71	 -112	  842	 -157	  408	 -462	 -698	 -524	 -170	 -499	  345
Data:	  507	 3139	-7215	-3619	-1414	-1464	 -636	 -358	 -495	   82	 -325	  179	  -48	  -59	 -128	  834	 -141	  426	 -484	 -668	 -573	 -181	 -448	  348
Data:	 1124	 1937	-6753	-4001	-1588	-1555	 -516	 -313	 -476	   87	 -318	  155	  -37	  -66	 -112	  842	 -159	  431	 -465	 -647	 -561	 -254	 -429	  383
Data:	 1605	  596	-5885	-4128	-1690	-1557	 -363	 -272	 -405	   83	 -329	  170	  -30	  -68	 -124	  836	 -137	  422	 -446	 -664	 -535	 -235	 -464	  376
Data:	 1902	 -729	-4634	-4008	-1720	-1449	 -183	 -220	 -374	  102	 -325	  164	  -11	  -61	 -112	  827	 -139	  410	 -446	 -678	 -598	 -306	 -487	  397
Data:	 2021	-1900	-3069	-3644	-1678	-1255	   14	 -204	 -318	  102	 -342	  160	   -1	  -55	 -112	  835	 -154	  406	 -457	 -686	 -619	 -348	 -521	  348
Data:	 1951	-2813	-1261	-3082	-1546	 -978	  214	 -162	 -285	  113	 -325	  147	   -9	  -48	 -124	  824	 -170	  388	 -470	 -708	 -585	 -346	 -574	  388
Data:	 1703	-3374	  685	-2365	-1323	 -649	  407	 -127	 -220	  125	 -325	  151	    5	  -46	 -116	  819	 -177	  397	 -481	 -705	 -650	 -353	 -585	  350
Data:	 1317	-3558	 2640	-1558	 -987	 -290	  588	  -98	 -168	  137	 -354	  179	   19	  -24	 -116	  819	 -186	  390	 -478	 -694	 -669	 -384	 -639	  344
Data:	  821	-3392	 4481	 -705	 -564	   86	  720	  -73	 -141	  140	 -345	  166	   40	  -23	 -111	  814	 -173	  386	 -468	 -694	 -641	 -346	 -655	  330
Data:	  279	-2916	 6087	  158	  -74	  449	  826	  -53	 -106	  134	 -356	  140	   12	  -28	 -111	  819	 -184	  366	 -468	 -685	 -653	 -308	 -610	  355
Data:	 -258	-2224	 7330	 1010	  430	  770	  884	  -28	 -102	  151	 -363	  147	   24	  -29	 -118	  810	 -193	  363	 -468	 -719	 -645	 -364	 -602	  371
Data:	 -752	-1399	 8101	 1820	  890	 1037	  884	  -14	  -71	  150	 -361	  133	   20	  -26	 -119	  807	 -166	  330	 -460	 -684	 -649	 -378	 -581	  388
Data:	-1151	 -515	 8337	 2552	 1245	 1231	  811	   -4	  -99	  145	 -370	  128	   12	  -37	 -115	  810	 -152	  343	 -457	 -674	 -626	 -425	 -555	  421
Data:	-1402	  309	 7982	 3180	 1480	 1357	  678	   18	 -123	  147	 -370	  101	   -5	  -44	 -110	  820	 -148	  345	 -473	 -683	 -624	 -405	 -583	  402
Data:	-1509	 1013	 7065	 3670	 1589	 1413	  493	   22	 -166	  148	 -385	   89	  -13	  -47	 -106	  831	 -136	  345	 -462	 -699	 -647	 -405	 -573	  446
Data:	-1455	 1533	 5610	 3990	 1591	 1421	  258	   22	 -243	  148	 -388	  101	   -1	  -53	 -115	  827	 -112	  366	 -473	 -709	 -645	 -364	 -596	  455
Data:	-1272	 1839	 3727	 4089	 1516	 1400	    7	   -1	 -321	  133	 -374	   93	  -29	  -80	 -107	  842	 -125	  395	 -462	 -684	 -666	 -383	 -635	  509
Data:	 -981	 1926	 1521	 3940	 1380	 1358	 -248	  -30	 -382	  128	 -345	   85	  -46	  -90	 -115	  840	 -125	  390	 -462	 -671	 -657	 -374	 -596	  513
Data:	 -622	 1806	 -856	 3552	 1202	 1295	 -466	  -66	 -457	  117	 -342	   89	  -68	  -88	  -99	  854	 -134	  392	 -470	 -653	 -661	 -408	 -638	  508
Data:	 -250	 1513	-3241	 2959	  986	 1194	 -644	 -115	 -538	  110	 -327	   77	  -38	  -99	 -115	  845	 -148	  422	 -465	 -684	 -600	 -421	 -599	  523
Data:	  101	 1106	-5423	 2194	  713	 1039	 -760	 -175	 -601	   87	 -299	   87	  -41	 -113	 -112	  849	 -161	  415	 -454	 -646	 -592	 -396	 -568	  521
Data:	  386	  632	-7226	 1308	  377	  824	 -804	 -241	 -612	   71	 -286	  114	  -62	 -103	 -118	  840	 -159	  427	 -460	 -685	 -611	 -363	 -604	  502
Data:	  588	  143	-8486	  363	   -7	  545	 -796	 -291	 -620	   60	 -268	  106	  -71	  -87	 -119	  842	 -161	  422	 -465	 -632	 -531	 -320	 -671	  483
Data:	  692	 -300	-9076	 -595	 -419	  229	 -804	 -330	 -605	   51	 -261	  102	  -79	  -95	 -118	  840	 -163	  444	 -446	 -671	 -497	 -208	 -639	  478
Data:	  697	 -665	-8921	-1504	 -816	 -111	 -838	 -369	 -576	   36	 -255	   95	  -53	  -92	 -110	  850	 -170	  462	 -446	 -705	 -491	 -167	 -697	  464
Data:	  620	 -921	-8011	-2335	-1163	 -454	 -932	 -372	 -537	   36	 -252	   95	  -49	  -96	 -122	  842	 -177	  463	 -478	 -699	 -493	 -119	 -726	  452
Data:	  471	-1055	-6429	-3044	-1430	 -762	-1068	 -361	 -479	   36	 -257	  100	  -56	 -105	 -106	  859	 -175	  460	 -470	 -691	 -493	 -179	 -695	  379
Data:	  279	-1071	-4302	-3601	-1599	-1017	-1207	 -352	 -428	   51	 -284	   90	  -64	 -118	 -111	  858	 -186	  440	 -468	 -678	 -520	 -266	 -658	  353
Data:	   85	 -981	-1815	-3952	-1684	-1211	-1300	 -325	 -406	   73	 -299	   83	  -68	 -107	 -115	  863	 -170	  454	 -473	 -667	 -571	 -312	 -631	  367
Data:	  -92	 -800	  822	-4066	-1693	-1333	-1303	 -296	 -370	   97	 -336	  100	  -41	 -117	 -110	  862	 -171	  444	 -468	 -708	 -613	 -295	 -655	  357
Data:	 -211	 -566	 3358	-3924	-1645	-1382	-1173	 -248	 -359	  136	 -356	  105	  -71	 -110	 -111	  863	 -163	  445	 -454	 -692	 -674	 -209	 -640	  405
Data:	 -271	 -316	 5567	-3531	-1533	-1360	 -903	 -200	 -337	  150	 -378	  112	  -95	 -116	 -115	  855	 -177	  442	 -449	 -672	 -694	 -230	 -713	  395
Data:	 -260	  -57	 7248	-2912	-1346	-1284	 -535	 -143	 -321	  188	 -401	  113	 -100	 -133	 -108	  846	 -189	  440	 -449	 -667	 -672	 -279	 -730	  390
Data:	 -182	  177	 8264	-2123	-1084	-1171	 -101	  -77	 -278	  208	 -394	  120	 -102	 -143	 -111	  840	 -200	  438	 -465	 -683	 -692	 -292	 -750	  467
Data:	  -54	  364	 8537	-1225	 -760	-1025	  337	   -6	 -246	  227	 -390	  124	  -93	 -141	 -122	  823	 -198	  426	 -443	 -641	 -674	 -326	 -784	  460
Data:	  101	  501	 8063	 -286	 -389	 -853	  730	   35	 -185	  228	 -379	  122	  -96	 -154	 -123	  815	 -222	  411	 -473	 -686	 -663	 -256	 -833	  479
Data:	  278	  579	 6892	  632	   13	 -636	 1044	   16	 -168	  240	 -354	  121	 -114	 -159	 -116	  801	 -207	  397	 -462	 -691	 -609	 -196	 -812	  422
Data:	  430	  596	 5156	 1475	  416	 -386	 1293	  -53	 -124	  234	 -349	  131	 -111	 -141	 -106	  807	 -240	  402	 -465	 -695	 -642	 -198	 -784	  393
Data:	  549	  559	 3024	 2226	  807	 -101	 1463	 -166	 -110	  224	 -320	  118	 -111	 -149	 -123	  791	 -243	  390	 -460	 -673	 -624	 -186	 -808	  309
Data:	  610	  471	  702	 2839	 1169	  198	 1568	 -323	 -128	  216	 -329	  100	 -114	 -134	 -115	  783	 -249	  343	 -465	 -660	 -668	 -139	 -757	  259
Data:	  595	  340	-1596	 3298	 1477	  485	 1619	 -488	 -165	  210	 -327	  109	 -107	 -148	 -111	  779	 -251	  329	 -465	 -673	 -617	  -97	 -735	  309
Data:	  505	  176	-3644	 3564	 1709	  735	 1610	 -606	 -225	  190	 -322	  102	  -81	 -148	 -122	  779	 -240	  313	 -438	 -654	 -638	  -27	 -647	  296
Data:	  340	  -10	-5284	 3628	 1857	  919	 1544	 -675	 -291	  182	 -324	   78	  -75	 -151	 -123	  776	 -218	  329	 -425	 -677	 -637	  -21	 -508	  327
Data:	  126	 -196	-6360	 3481	 1910	 1019	 1411	 -668	 -394	  165	 -334	   83	  -87	 -150	 -119	  780	 -211	  329	 -446	 -682	 -611	  -92	 -493	  358
Data:	 -122	 -371	-6829	 3127	 1881	 1042	 1175	 -617	 -455	  162	 -331	   93	  -79	 -135	 -126	  787	 -213	  321	 -457	 -661	 -629	  -82	 -512	  376
Data:	 -369	 -501	-6677	 2594	 1772	  998	  861	 -536	 -494	  140	 -324	  106	  -87	 -129	 -120	  805	 -218	  318	 -451	 -707	 -610	 -125	 -547	  412
Data:	 -569	 -580	-5964	 1921	 1613	  901	  469	 -446	 -529	  128	 -318	  117	  -75	 -117	 -119	  818	 -236	  339	 -470	 -661	 -533	  -75	 -597	  421
Data:	 -711	 -607	-4782	 1148	 1392	  765	   49	 -361	 -543	  103	 -311	  110	 -116	 -111	 -119	  824	 -229	  343	 -473	 -697	 -549	  -96	 -610	  364
Data:	 -768	 -581	-3287	  334	 1114	  620	 -392	 -292	 -543	  103	 -300	  104	 -126	  -95	 -122	  840	 -236	  323	 -470	 -718	 -464	 -128	 -656	  320
Data:	 -741	 -487	-1621	 -484	  781	  484	 -814	 -226	 -523	  100	 -306	  112	 -135	  -88	 -122	  857	 -242	  325	 -481	 -666	 -414	 -195	 -712	  321
Data:	 -635	 -347	   37	-1256	  414	  350	-1186	 -140	 -485	   79	 -315	  106	 -138	  -84	 -116	  870	 -247	  321	 -468	 -701	 -380	 -220	 -637	  302
Data:	 -461	 -169	 1553	-1954	   12	  212	-1497	  -15	 -432	   60	 -311	   82	 -138	  -85	 -120	  878	 -247	  329	 -457	 -624	 -492	 -245	 -698	  261
Data:	 -236	   21	 2801	-2547	 -389	   67	-1707	  115	 -375	   46	 -316	   66	 -158	  -73	 -115	  897	 -249	  356	 -449	 -658	 -462	 -231	 -698	  159
Data:	    8	  210	 3702	-3001	 -776	  -90	-1827	  249	 -291	   42	 -316	   34	 -150	  -56	 -124	  894	 -276	  347	 -443	 -700	 -462	 -114	 -733	  202
Data:	  248	  383	 4208	-3295	-1115	 -242	-1856	  344	 -166	   36	 -318	   31	 -142	  -84	 -122	  894	 -279	  372	 -457	 -686	 -541	 -161	 -650	  266
Data:	  462	  534	 4302	-3402	-1378	 -408	-1823	  387	  -25	   40	 -347	   28	 -119	  -97	 -115	  898	 -301	  361	 -478	 -681	 -540	 -201	 -596	  239
Data:	  623	  640	 4021	-3312	-1559	 -560	-1710	  372	   94	   26	 -343	   66	 -138	 -108	 -128	  888	 -292	  368	 -460	 -688	 -533	 -315	 -590	  256
Data:	  704	  701	 3435	-3014	-1670	 -679	-1533	  315	  170	   19	 -334	   93	 -137	 -113	 -112	  890	 -304	  348	 -465	 -682	 -591	 -348	 -505	  250
Data:	  713	  706	 2636	-2527	-1686	 -750	-1312	  244	  108	   40	 -334	  135	 -122	 -134	 -120	  878	 -283	  318	 -451	 -665	 -552	 -308	 -509	  325
Data:	  651	  655	 1704	-1868	-1623	 -774	-1043	  167	   -5	   57	 -354	  183	  -99	 -145	 -118	  869	 -315	  318	 -462	 -654	 -572	 -203	 -421	  386
Data:	  524	  553	  748	-1080	-1470	 -747	 -742	  144	 -181	   70	 -358	  219	  -73	 -174	 -134	  853	 -303	  314	 -454	 -665	 -595	 -211	 -434	  370
Data:	  356	  396	 -149	 -207	-1254	 -687	 -414	  147	 -418	   74	 -369	  245	  -79	 -189	 -122	  851	 -303	  307	 -460	 -696	 -558	 -186	 -401	  328
Data:	  155	  215	 -906	  675	 -978	 -592	  -46	  131	 -667	   76	 -372	  248	  -80	 -176	 -120	  847	 -297	  273	 -468	 -693	 -532	 -201	 -512	  350
Data:	  -38	   18	-1483	 1517	 -655	 -477	  319	   85	 -933	   82	 -374	  261	  -57	 -176	 -127	  826	 -288	  246	 -454	 -696	 -534	 -254	 -508	  337
Data:	 -209	 -177	-1859	 2266	 -310	 -333	  644	    6	-1094	   77	 -379	  267	  -41	 -166	 -116	  824	 -277	  280	 -486	 -693	 -516	 -217	 -535	  362
Data:	 -349	 -352	-2023	 2874	   48	 -195	  907	 -105	-1214	   51	 -370	  279	  -41	 -154	 -115	  810	 -263	  271	 -454	 -657	 -532	 -170	 -513	  379
Data:	 -456	 -494	-1984	 3293	  388	  -44	 1101	 -232	-1314	   33	 -349	  240	  -52	 -170	 -123	  804	 -267	  253	 -476	 -684	 -518	 -146	 -575	  393
Data:	 -532	 -584	-1780	 3505	  691	  103	 1237	 -379	-1385	   19	 -327	  207	  -57	 -172	 -112	  795	 -256	  266	 -460	 -716	 -477	  -90	 -633	  468
Data:	 -573	 -626	-1459	 3485	  945	  246	 1271	 -503	-1399	   46	 -320	  168	  -36	 -174	 -122	  785	 -245	  264	 -481	 -674	 -483	  -59	 -583	  532
Data:	 -580	 -613	-1063	 3238	 1134	  386	 1244	 -596	-1274	   80	 -324	  133	    8	 -167	 -115	  784	 -249	  300	 -460	 -678	 -495	  -99	 -576	  579
Data:	 -549	 -558	 -639	 2775	 1254	  502	 1176	 -636	-1049	  107	 -334	   91	   27	 -180	 -118	  792	 -236	  298	 -451	 -696	 -515	  -71	 -521	  693
Data:	 -470	 -459	 -231	 2120	 1314	  610	 1077	 -649	 -793	  136	 -345	   31	   -9	 -162	 -120	  789	 -256	  291	 -441	 -671	 -534	  -29	 -405	  745
Data:	 -360	 -327	  129	 1305	 1311	  690	  957	 -672	 -518	  173	 -349	  -18	  -18	 -154	 -127	  785	 -236	  304	 -451	 -658	 -618	  -60	 -338	  813
Data:	 -216	 -181	  405	  406	 1259	  747	  804	 -671	 -221	  213	 -361	  -61	   -3	 -152	 -120	  797	 -229	  320	 -465	 -702	 -645	  -47	 -266	  832
Data:	  -52	  -36	  594	 -516	 1162	  768	  632	 -653	   93	  287	 -376	  -72	  -14	 -150	 -126	  801	 -224	  313	 -457	 -714	 -694	  -33	 -223	  852
Data:	  122	  101	  681	-1403	 1010	  757	  437	 -641	  400	  351	 -390	  -84	  -23	 -158	 -114	  810	 -222	  298	 -449	 -678	 -646	  -66	 -214	  778
Data:	  296	  211	  692	-2189	  806	  727	  239	 -629	  699	  434	 -388	  -76	  -62	 -150	 -108	  816	 -215	  316	 -497	 -739	 -665	    0	 -157	  794
Data:	  440	  307	  629	-2820	  551	  681	   39	 -608	  958	  533	 -372	  -52	 -107	 -122	 -123	  818	 -216	  339	 -473	 -735	 -605	   50	 -177	  775
Data:	  545	  374	  523	-3257	  282	  604	 -178	 -574	 1157	  632	 -365	  -34	 -122	 -116	 -118	  826	 -220	  356	 -468	 -696	 -635	   46	 -220	  766
Data:	  611	  414	  388	-3492	  -17	  502	 -396	 -515	 1300	  662	 -361	  -14	 -133	 -118	 -116	  842	 -197	  361	 -460	 -676	 -617	   58	 -208	  714
Data:	  618	  420	  246	-3512	 -315	  383	 -621	 -443	 1311	  628	 -356	   13	 -137	 -115	 -124	  838	 -229	  379	 -462	 -658	 -517	  135	 -294	  728
